Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country,Is_Umpire,Column1
455,V Shankar,33264,Right_Hand,Right-arm medium,India,0,
456,K Santokie,31036,Left_Hand,Left-arm medium,West Indies,0,
457,JW Hastings,31355,Right_Hand,Right-arm fast-medium,Australia,0,
458,TA Boult,32711,Right_Hand,Left-arm fast-medium,New Zealand,0,
459,GS Sandhu,34134,Left_Hand,Right-arm fast-medium,Australia,0,
460,Mustafizur Rahman,34948,Left_Hand,Left-arm fast-medium,Bangladesh,0,
461,AF Milne,33707,Right_Hand,Right-arm fast,New Zealand,0,
462,Kuldeep Yadav,34682,Left_Hand,Slow left-arm chinaman,India,0,
463,T Shamsi,32922,Right_Hand,Slow left-arm chinaman,South Africa,0,
464,SM Boland,32609,Right_Hand,Right-arm fast-medium,Australia,0,
465,DL Chahar,33823,Right_Hand,Right-arm medium,India,0,
466,P Dharmani,27299,Right_Hand,NULL,India,0,
467,RV Pawar,29104,Left_Hand,Slow left-arm orthodox,India,0,
468,KH Devdhar,32856,Right_Hand,NULL,India,0,
469,T Mishra,31768,Right_Hand,Right-arm fast-medium,India,0,
470,Asad Rauf,NULL,NULL,NULL,Pakistan,1,1
471,MR Benson,NULL,NULL,NULL,England,1,2
472,Aleem Dar,NULL,NULL,NULL,Pakistan,1,3
473,SJ Davis,NULL,NULL,NULL,England,1,4
474,BF Bowden,NULL,NULL,NULL,New Zealand,1,5
475,IL Howell,NULL,NULL,NULL,South Africa,1,6
476,DJ Harper,NULL,NULL,NULL,Australia,1,7
477,RE Koertzen,NULL,NULL,NULL,South Africa,1,8
478,BR Doctrove,NULL,NULL,NULL,West Indies,1,9
479,AV Jayaprakash,NULL,NULL,NULL,India,1,10
480,BG Jerling,NULL,NULL,NULL,South Africa,1,11
481,M Erasmus,NULL,NULL,NULL,South Africa,1,12
482,HDPK Dharmasena,NULL,NULL,NULL,Sri Lanka,1,
483,S Asnani,NULL,NULL,NULL,India,1,
484,GAV Baxter,NULL,NULL,NULL,New Zealand,1,
485,SS Hazare,NULL,NULL,NULL,India,1,
486,K Hariharan,NULL,NULL,NULL,India,1,
487,SL Shastri,NULL,NULL,NULL,India,1,
488,SK Tarapore,NULL,NULL,NULL,India,1,
489,S Ravi,NULL,NULL,NULL,India,1,
490,SJA Taufel,NULL,NULL,NULL,Australia,1,
491,S Das,NULL,NULL,NULL,India,1,
492,AM Saheba,NULL,NULL,NULL,India,1,
493,PR Reiffel,NULL,NULL,NULL,Australia,1,
494,JD Cloete,NULL,NULL,NULL,South Africa,1,
495,AK Chaudhary,NULL,NULL,NULL,India,1,
496,VA Kulkarni,NULL,NULL,NULL,India,1,
497,BNJ Oxenford,NULL,NULL,NULL,Australia,1,
498,CK Nandan,NULL,NULL,NULL,India,1,
499,C Shamshuddin,NULL,NULL,NULL,India,1,
500,NJ Llong,NULL,NULL,NULL,England,1,
501,RK Illingworth,NULL,NULL,NULL,England,1,
502,RM Deshpande,NULL,NULL,NULL,India,1,
503,K Srinath,NULL,NULL,NULL,India,1,
504,SD Fry,NULL,NULL,NULL,Australia,1,
505,CB Gaffaney,NULL,NULL,NULL,New Zealand,1,
506,PG Pathak,NULL,NULL,NULL,India,1,
507,Nitin Menon,NULL,NULL,NULL,India,1,
508,K Bharatan,NULL,NULL,NULL,India,1,
509,AY Dandekar,NULL,NULL,NULL,India,1,
510,KN Ananthapadmanabhan,NULL,NULL,NULL,India,1,
511,A Nand Kishore,NULL,NULL,NULL,India,1,
512,GA Pratapkumar,NULL,NULL,NULL,India,1,
513,RB Tiffin,NULL,NULL,NULL,Zimbabwea,1,
514,I Shivram,NULL,NULL,NULL,India,1,
515,SD Ranade,NULL,NULL,NULL,India,1,
516,TH Wijewardene,NULL,NULL,NULL,Sri Lanka,1,
517,AL Hill,NULL,NULL,NULL,New Zealand,1,
518,RJ Tucker,NULL,NULL,NULL,Australia,1,
519,Subroto Das,NULL,NULL,NULL,India,1,
520,K Srinivasan,NULL,NULL,NULL,India,1,
521,VK Sharma,NULL,NULL,NULL,India,1,
523,AV Wankhade,33677,Right_Hand,NULL,India,0,
524,B Aparajith,34523,Right_Hand,Right-arm offbreak,India,0,
